customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,clt_categories,predicted_income,final_income
8736.501241,53173,112,30,57,0,4,1169.409787,Very Low,60244.0,53173.0
4334.064096,23904,123,1,67,3,1,590.4,Very Low,51643.0,23904.0
4376.363592,63774,111,18,63,0,1,60.036683,Very Low,17157.0,63774.0
9294.088719,67544,116,2,15,0,3,556.8,Very Low,17308.0,67544.0
2543.003943,26691,65,7,51,0,1,312.0,Very Low,72302.0,26691.0
6582.450781,0,62,3,44,0,2,297.6,Very Low,34990.0,34990.0
4686.469674,58089,118,31,83,0,1,566.4,Very Low,32857.0,58089.0
14325.15261,0,136,30,75,0,2,652.8,Very Low,36510.0,36510.0
12743.35175,99583,64,35,85,0,2,99.674341,Very Low,60021.0,99583.0
2434.08581,0,68,28,65,0,1,271.489602,Very Low,31991.0,31991.0
25107.09812,24410,73,5,51,0,2,350.4,Low,20169.0,24410.0
13432.00289,68956,118,12,8,2,2,118.538444,Very Low,20178.0,68956.0
2753.780996,0,73,29,82,0,1,298.671049,Very Low,63624.0,63624.0
8653.302322,20588,113,6,86,0,7,586.390393,Very Low,95697.0,20588.0
7057.888812,37840,90,31,9,0,4,432.0,Very Low,26463.0,37840.0
5906.940238,43440,74,13,52,0,7,128.21198,Very Low,22249.0,43440.0
2937.424534,83195,73,18,36,1,1,332.693627,Very Low,21606.0,83195.0
4974.235309,0,70,18,74,0,3,336.0,Very Low,26292.0,26292.0
4268.618821,43209,110,12,16,0,1,528.0,Very Low,21104.0,43209.0
4601.913754,37308,115,2,51,0,1,552.0,Very Low,51199.0,37308.0
2404.633766,22239,62,34,85,0,1,297.6,Very Low,29462.0,22239.0
7638.442811,66106,95,10,25,1,4,250.323257,Very Low,23879.0,66106.0
4623.624811,97065,117,10,0,0,1,561.6,Very Low,79487.0,97065.0
5470.181751,24910,69,12,79,0,3,746.107437,Very Low,82477.0,24910.0
4999.34581,49414,68,8,82,5,6,159.631303,Very Low,21514.0,49414.0
15956.51879,61148,132,28,25,0,2,98.206649,Very Low,25143.0,61148.0
9275.681452,52494,119,5,69,0,7,571.2,Very Low,23156.0,52494.0
7595.335237,20538,104,25,64,0,7,499.2,Very Low,11920.0,20538.0
24258.71383,0,89,35,22,0,2,538.689882,Low,42983.0,42983.0
24636.96719,73716,103,2,91,0,2,162.662641,Low,99845.0,73716.0
2810.464447,26790,71,4,41,0,1,340.8,Very Low,14906.0,26790.0
2337.356699,0,65,31,52,0,1,468.0,Very Low,14710.0,14710.0
4668.043154,53252,117,1,76,0,1,561.6,Very Low,20656.0,53252.0
10972.06778,24164,137,2,40,0,5,657.6,Very Low,24083.0,24164.0
34611.37896,20090,109,10,59,0,2,523.2,Moderate,80409.0,20090.0
2478.833596,81721,63,11,5,0,1,133.90029,Very Low,73168.0,81721.0
26197.41498,18495,113,10,15,0,2,542.4,Low,32437.0,18495.0
6282.079645,42314,80,23,78,0,3,56.39419,Very Low,94903.0,42314.0
10954.38352,89892,135,9,6,0,9,526.248798,Very Low,21135.0,89892.0
3164.378577,0,92,33,41,1,1,662.4,Very Low,46587.0,46587.0
7804.597655,0,117,18,84,4,8,91.055318,Very Low,32245.0,32245.0
5207.197499,21576,65,27,16,0,3,312.0,Very Low,23923.0,21576.0
2886.451602,10312,78,10,63,0,1,486.278557,Very Low,33906.0,10312.0
2483.642397,50632,62,26,42,0,1,54.961039,Very Low,25860.0,50632.0
4896.261605,0,139,5,29,0,1,1000.8,Very Low,45191.0,45191.0
4928.001408,97917,67,14,32,5,3,279.184512,Very Low,24164.0,97917.0
8759.592518,28280,116,7,55,0,9,556.8,Very Low,57428.0,28280.0
11281.52451,86195,139,12,10,0,3,601.667902,Very Low,82664.0,86195.0
4315.6705,89797,106,19,8,0,1,70.958361,Very Low,23638.0,89797.0
4491.909095,0,63,16,5,0,5,302.4,Very Low,26436.0,26436.0
6745.248379,0,192,1,27,0,1,1921.248929,Very Low,13154.0,13154.0
28799.95415,33635,240,1,23,0,2,1152.0,Low,22283.0,33635.0
14503.02129,29790,194,25,49,0,3,931.2,Very Low,26689.0,29790.0
8270.625331,44656,70,2,80,0,2,336.0,Very Low,20484.0,44656.0
12731.95161,40870,105,3,56,0,2,504.0,Very Low,21024.0,40870.0
4167.094538,0,117,8,64,0,1,94.94292,Very Low,59537.0,59537.0
10455.48983,28363,133,0,35,0,3,638.4,Very Low,29853.0,28363.0
7074.398104,94508,88,27,54,0,3,491.384479,Very Low,13542.0,94508.0
7046.478698,0,64,24,73,0,2,324.695555,Very Low,19651.0,19651.0
13357.44544,0,124,13,1,0,2,696.034509,Very Low,37282.0,37282.0
18708.75831,0,77,10,36,1,2,554.4,Low,58248.0,58248.0
8169.334846,0,116,10,99,0,3,835.2,Very Low,26367.0,26367.0
8583.272854,18017,114,23,54,0,9,547.2,Very Low,26023.0,18017.0
12234.36232,0,117,15,68,0,2,930.594707,Very Low,22093.0,22093.0
7185.673718,63741,91,25,15,0,6,36.980596,Very Low,24959.0,63741.0
9060.204521,57078,113,26,13,1,8,542.4,Very Low,27279.0,57078.0
2336.177331,0,67,21,28,0,1,458.661381,Very Low,26100.0,26100.0
7995.41091,25239,100,30,59,0,7,150.96491,Very Low,13528.0,25239.0
5897.555427,29227,74,0,83,0,7,421.19002,Very Low,42218.0,29227.0
3939.00637,60021,99,12,28,0,1,882.871945,Very Low,15999.0,60021.0
2695.352444,0,73,23,59,0,1,780.57363,Very Low,26047.0,26047.0
5459.216794,83208,68,10,93,0,4,325.866271,Very Low,20090.0,83208.0
10721.61076,25983,90,32,43,0,2,432.0,Very Low,11904.0,25983.0
2491.257604,25965,65,23,27,0,1,329.206567,Very Low,25385.0,25965.0
5570.17755,22679,72,25,32,0,4,345.6,Very Low,46546.0,22679.0
5100.737803,41186,70,15,29,4,3,242.320409,Very Low,27398.0,41186.0
7633.821822,0,67,7,4,0,2,445.702958,Very Low,50825.0,50825.0
4656.665064,29070,61,8,99,2,3,292.8,Very Low,26744.0,29070.0
4363.1982,0,63,13,49,0,7,302.4,Very Low,14775.0,14775.0
2526.729022,33485,63,6,41,0,1,343.705799,Very Low,53330.0,33485.0
5122.718927,58206,64,2,56,0,3,454.188803,Very Low,64125.0,58206.0
2483.544888,87492,62,15,69,0,1,264.461805,Very Low,22319.0,87492.0
3489.276369,0,98,29,37,0,1,705.6,Very Low,68321.0,68321.0
7325.917302,20757,102,6,74,3,9,216.4268,Very Low,17193.0,20757.0
4841.057535,23449,61,33,2,0,8,292.8,Very Low,37800.0,23449.0
19964.39708,0,192,35,34,0,2,921.6,Low,26201.0,26201.0
32450.39142,60455,104,20,25,0,2,499.2,Low,28432.0,60455.0
2628.171324,0,89,12,73,4,1,640.8,Very Low,31506.0,31506.0
3095.627124,53588,77,10,71,0,1,369.6,Very Low,33190.0,53588.0
12731.95161,40870,105,3,56,0,2,504.0,Very Low,43723.0,40870.0
2631.564135,0,71,11,68,0,1,340.8,Very Low,42600.0,42600.0
35984.10457,0,129,2,69,0,2,1267.549091,Moderate,21636.0,21636.0
2906.893312,45128,72,13,34,0,1,66.667784,Very Low,22705.0,45128.0
10628.06415,90874,137,18,28,4,3,459.785009,Very Low,18129.0,90874.0
7590.961288,52823,95,7,15,0,5,125.768818,Very Low,23203.0,52823.0
5108.038755,26784,67,14,82,0,8,482.4,Very Low,56481.0,26784.0
13989.84697,22354,118,27,9,0,2,775.526054,Very Low,22103.0,22354.0
3115.704933,54420,80,27,0,0,1,576.0,Very Low,29057.0,54420.0
13369.44267,50800,112,1,45,0,2,621.218119,Very Low,71126.0,50800.0
8621.185568,0,87,12,12,1,2,417.6,Very Low,57135.0,57135.0
10359.01985,84583,65,6,50,0,2,238.868659,Very Low,27722.0,84583.0
3241.838403,33701,88,14,22,3,1,460.815578,Very Low,30574.0,33701.0
4344.99018,0,63,21,27,0,4,462.63613,Very Low,20009.0,20009.0
5332.462694,68931,66,32,30,0,7,309.577946,Very Low,13215.0,68931.0
7692.456014,0,105,1,37,0,4,504.0,Very Low,26049.0,26049.0
26223.81193,0,115,22,15,1,2,828.0,Low,51991.0,51991.0
6930.625422,29318,198,29,96,5,1,1386.824722,Very Low,31723.0,29318.0
11610.25439,41503,73,28,69,0,2,15.001594,Very Low,33257.0,41503.0
8937.118615,0,126,16,69,0,8,604.8,Very Low,24711.0,24711.0
2462.859762,0,69,9,68,0,1,427.25055,Very Low,13376.0,13376.0
2300.691547,25905,63,21,12,0,1,302.4,Very Low,36881.0,25905.0
4078.023331,0,116,18,86,0,1,835.2,Very Low,50537.0,50537.0
2868.598866,40046,73,10,51,0,1,118.509791,Very Low,25352.0,40046.0
4428.031583,58577,110,6,62,0,1,303.872752,Very Low,37256.0,58577.0
4061.590219,70129,103,24,57,1,1,130.495798,Very Low,73054.0,70129.0
18504.2801,91268,229,32,62,0,5,737.737825,Low,16139.0,91268.0
4904.894731,12902,139,3,51,0,1,667.2,Very Low,26876.0,12902.0
10827.87278,62053,134,3,89,0,5,614.03209,Very Low,22475.0,62053.0
5745.121547,30389,73,34,66,0,4,278.932051,Very Low,28224.0,30389.0
2423.259778,15585,65,22,24,0,1,67.618365,Very Low,57587.0,15585.0
5926.729379,23091,96,28,90,5,5,460.8,Very Low,28082.0,23091.0
4605.036646,22571,63,29,51,0,9,302.4,Very Low,22239.0,22571.0
2132.771675,0,61,0,62,0,1,691.677138,Very Low,23749.0,23749.0
2643.71574,0,82,14,56,3,1,393.6,Very Low,22087.0,22087.0
5824.224192,73976,73,27,84,0,3,338.529369,Very Low,24400.0,73976.0
6889.6161,30814,87,8,96,0,3,417.6,Very Low,13199.0,30814.0
3008.099115,80681,74,31,12,0,1,355.2,Very Low,39679.0,80681.0
3286.171949,60934,82,15,64,0,1,393.6,Very Low,67763.0,60934.0
13552.77776,0,62,19,3,2,2,446.4,Very Low,11885.0,11885.0
5166.190278,80797,64,21,47,0,9,300.940297,Very Low,19240.0,80797.0
2945.998877,89410,74,11,50,0,1,95.997363,Very Low,37899.0,89410.0
4863.470811,52728,127,34,34,1,1,609.6,Very Low,76283.0,52728.0
4892.617128,43199,61,23,31,0,3,334.007478,Very Low,25302.0,43199.0
3337.59441,43510,83,8,75,0,1,238.088581,Very Low,57734.0,43510.0
5246.278375,28909,66,15,66,0,8,456.702735,Very Low,30763.0,28909.0
9031.214859,0,122,15,47,0,9,650.52179,Very Low,48943.0,48943.0
3580.076125,71176,91,3,62,2,1,278.072755,Very Low,57023.0,71176.0
9802.548509,84429,123,11,2,0,6,115.07234,Very Low,15514.0,84429.0
4825.651946,61613,61,6,20,1,9,40.562432,Very Low,27383.0,61613.0
3203.303695,68370,80,0,45,0,1,244.158446,Very Low,20407.0,68370.0
5659.139938,52389,72,29,8,1,9,345.6,Very Low,27940.0,52389.0
4144.868939,64478,103,30,92,0,1,8.281829,Very Low,63774.0,64478.0
13770.97618,59207,116,23,21,0,2,556.8,Very Low,56342.0,59207.0
3716.479655,17162,96,15,29,0,1,460.8,Very Low,48608.0,17162.0
3123.080994,0,101,1,83,4,1,960.115399,Very Low,43947.0,43947.0
12168.74492,14973,115,2,75,0,2,828.0,Very Low,23402.0,14973.0
2674.730716,56342,69,12,89,0,1,331.2,Very Low,81872.0,56342.0
12741.84754,73054,106,34,36,1,2,419.365958,Very Low,44656.0,73054.0
4037.547258,21586,106,6,5,0,1,1056.291709,Very Low,11822.0,21586.0
8628.303301,0,117,11,63,0,5,842.4,Very Low,23830.0,23830.0
22093.61618,24193,185,26,79,0,2,785.367947,Low,24164.0,24193.0
8217.427595,84815,68,9,37,0,2,279.996658,Very Low,58577.0,84815.0
26197.41498,18495,113,10,15,0,2,542.4,Low,29160.0,18495.0
8110.536059,36554,70,6,62,1,2,433.38842,Very Low,26376.0,36554.0
4766.367352,0,68,3,36,0,9,656.959783,Very Low,26376.0,26376.0
8819.018934,99845,110,23,25,1,8,528.0,Very Low,34990.0,99845.0
5171.272924,0,69,13,90,0,3,344.469652,Very Low,27279.0,27279.0
3896.572719,10853,104,11,18,0,1,350.306385,Very Low,18263.0,10853.0
6005.027312,23749,77,20,6,0,4,151.550875,Very Low,48804.0,23749.0
6869.185344,0,69,18,71,2,2,331.2,Very Low,56980.0,56980.0
3054.541283,0,88,29,19,0,1,422.4,Very Low,11432.0,11432.0
4874.216555,92783,61,1,47,0,6,6.671268,Very Low,20290.0,92783.0
2747.429661,83502,68,25,36,0,1,368.963633,Very Low,30525.0,83502.0
8717.049833,83846,74,22,94,3,2,355.2,Very Low,25676.0,83846.0
4099.659085,18606,110,12,45,1,1,568.844905,Very Low,20228.0,18606.0
8189.967712,72191,68,19,48,0,2,209.387509,Very Low,29879.0,72191.0
5225.03143,57733,66,24,66,0,5,393.528054,Very Low,28928.0,57733.0
7949.28426,63688,99,28,93,0,6,475.2,Very Low,11652.0,63688.0
3135.405606,55855,79,10,71,0,1,272.9955,Very Low,29136.0,55855.0
3939.00637,60021,99,12,28,0,1,882.871945,Very Low,25221.0,60021.0
5325.724541,0,73,17,44,0,7,496.474767,Very Low,84394.0,84394.0
19483.24011,74300,122,23,38,0,2,354.55391,Low,18577.0,74300.0
3459.230941,0,96,6,8,0,1,460.8,Very Low,17308.0,17308.0
17103.79173,51747,71,8,71,0,2,340.8,Very Low,26173.0,51747.0
2753.312714,28887,73,16,15,2,1,425.81795,Very Low,21853.0,28887.0
12866.89474,0,189,24,93,0,6,1415.579302,Very Low,27431.0,27431.0
4420.248983,0,68,0,93,3,5,546.420009,Very Low,19614.0,19614.0
2756.472584,43540,70,29,60,0,1,117.585017,Very Low,38684.0,43540.0
7743.918426,96961,64,24,99,0,2,81.377259,Very Low,44934.0,96961.0
8169.746083,32799,104,7,27,0,3,499.2,Very Low,81082.0,32799.0
3569.864625,0,101,12,38,0,1,1201.085226,Very Low,26057.0,26057.0
10656.88195,72540,88,7,3,0,2,631.743039,Very Low,40260.0,72540.0
7092.635635,35173,180,24,9,2,1,415.331869,Very Low,37937.0,35173.0
2777.341885,65431,69,7,90,0,1,331.2,Very Low,62575.0,65431.0
7550.41865,0,100,20,48,0,6,480.0,Very Low,25448.0,25448.0
4727.354548,0,72,23,7,0,3,345.6,Very Low,24967.0,24967.0
14274.55485,0,84,35,42,0,2,604.8,Very Low,20269.0,20269.0
9559.340024,40672,121,28,99,0,3,580.8,Very Low,34337.0,40672.0
8879.790017,52583,113,12,59,0,7,528.20086,Very Low,35830.0,52583.0
5525.470004,64816,69,30,33,0,7,331.2,Very Low,27231.0,64816.0
5923.208,36685,74,15,25,0,5,355.2,Very Low,67454.0,36685.0
8501.652884,0,136,20,98,3,6,979.2,Very Low,10147.0,10147.0
40235.9731,77143,125,5,49,3,2,176.006384,Moderate,33190.0,77143.0
2584.824329,60942,64,11,56,0,1,288.205261,Very Low,22044.0,60942.0
19278.81715,0,61,12,77,0,2,366.604732,Low,59216.0,59216.0
11981.98481,21514,62,0,59,0,2,257.248789,Very Low,23158.0,21514.0
3933.813993,25927,103,6,20,0,1,674.973614,Very Low,24641.0,25927.0
2491.257604,25965,65,23,27,0,1,329.206567,Very Low,40032.0,25965.0
7431.664369,27688,92,8,86,0,9,572.352362,Very Low,27627.0,27688.0
7865.182898,75490,97,33,20,0,7,43.084332,Very Low,16891.0,75490.0
15978.91049,33871,136,2,23,0,2,933.624655,Very Low,29587.0,33871.0
2113.85703,0,65,27,37,2,1,468.0,Very Low,58776.0,58776.0
8661.735884,85470,109,23,31,0,6,523.2,Very Low,35482.0,85470.0
5625.307768,97095,70,4,8,0,5,208.035411,Very Low,25612.0,97095.0
4592.150374,73604,114,15,89,0,1,184.222768,Very Low,21442.0,73604.0
3709.919724,0,112,13,33,0,1,1082.898726,Very Low,25385.0,25385.0
8208.929715,40646,103,22,6,0,8,494.4,Very Low,50516.0,40646.0
5595.389905,74454,71,25,29,0,3,340.8,Very Low,29977.0,74454.0
3413.62256,18168,87,25,50,0,1,417.6,Very Low,16869.0,18168.0
6325.030596,0,89,4,86,0,7,614.572672,Very Low,26841.0,26841.0
6393.874612,0,66,4,6,2,2,316.8,Very Low,20848.0,20848.0
8738.401013,43597,110,20,24,0,6,528.0,Very Low,26156.0,43597.0
4836.394361,0,140,15,87,0,1,672.0,Very Low,24967.0,24967.0
24967.75842,66825,69,11,47,0,2,70.031111,Low,26000.0,66825.0
5409.955926,0,62,1,9,5,2,297.6,Very Low,39604.0,39604.0
2344.233188,0,74,13,42,1,1,532.8,Very Low,86305.0,86305.0
15173.96841,22448,126,20,32,0,2,604.8,Very Low,38210.0,22448.0
11124.20636,42596,96,8,82,0,2,42.293622,Very Low,37345.0,42596.0
4863.266809,0,70,3,35,0,5,646.785442,Very Low,20867.0,20867.0
5577.54128,97868,70,5,22,1,3,267.786573,Very Low,23827.0,97868.0
4526.94696,92921,112,35,49,0,1,109.28708,Very Low,24213.0,92921.0
2519.569496,41372,64,21,32,0,1,307.2,Very Low,23241.0,41372.0
4892.422239,26660,63,23,40,0,8,453.6,Very Low,30735.0,26660.0
18943.26899,58851,79,11,33,1,2,494.187643,Low,56502.0,58851.0
8564.768226,95697,107,29,29,0,9,178.006524,Very Low,26811.0,95697.0
4419.539523,0,112,16,12,0,1,537.6,Very Low,54000.0,54000.0
5637.740051,0,84,4,52,1,4,403.2,Very Low,23617.0,23617.0
5047.483378,81741,64,10,94,0,8,186.448395,Very Low,23656.0,81741.0
4913.118904,48295,63,25,96,0,8,290.301553,Very Low,61160.0,48295.0
5799.063709,65538,72,24,86,0,3,261.341223,Very Low,26900.0,65538.0
5568.984683,53997,69,26,3,0,3,345.158393,Very Low,82664.0,53997.0
3861.486269,93272,95,3,54,0,1,281.110788,Very Low,67197.0,93272.0
2912.913958,68899,74,6,60,0,1,66.103422,Very Low,38874.0,68899.0
6980.325287,0,67,20,14,0,2,321.6,Very Low,17588.0,17588.0
6769.324811,0,97,31,43,0,7,698.4,Very Low,12762.0,12762.0
8193.555045,54950,103,25,75,0,7,480.578584,Very Low,81914.0,54950.0
7519.133631,96306,95,12,17,1,6,185.355353,Very Low,15083.0,96306.0
3746.03079,70342,96,3,99,1,1,685.907341,Very Low,15999.0,70342.0
2592.437797,72421,65,8,23,0,1,312.0,Very Low,30584.0,72421.0
4548.291613,0,132,5,88,3,1,950.4,Very Low,18150.0,18150.0
2885.002508,77748,72,1,51,0,1,7.214579,Very Low,15520.0,77748.0
4883.551402,19096,64,17,5,0,3,374.8996,Very Low,52583.0,19096.0
9061.057741,73876,112,19,71,0,8,419.303041,Very Low,23923.0,73876.0
16728.34386,0,237,1,29,0,5,1706.4,Very Low,12222.0,12222.0
11177.7521,20742,100,17,52,0,2,455.851876,Very Low,25322.0,20742.0
4364.311891,44804,114,15,13,0,1,778.350073,Very Low,58658.0,44804.0
22940.38215,52993,64,16,86,0,2,304.699889,Low,25542.0,52993.0
4926.282836,49185,61,11,92,0,8,126.950071,Very Low,10375.0,49185.0
23086.36478,69240,194,16,29,0,2,744.769131,Low,23712.0,69240.0
5149.301306,26877,131,5,2,0,1,628.8,Very Low,20943.0,26877.0
8016.747629,82828,67,14,36,1,2,217.472776,Very Low,15406.0,82828.0
2538.857089,99824,63,1,56,0,1,302.4,Very Low,36084.0,99824.0
10498.92645,30352,89,21,13,0,2,146.110685,Very Low,35056.0,30352.0
2448.646138,0,69,7,68,0,1,331.2,Very Low,41104.0,41104.0
6057.07208,27681,83,13,62,0,9,398.4,Very Low,15871.0,27681.0
8295.837442,85478,103,29,15,0,6,224.159416,Very Low,35822.0,85478.0
2786.661219,94310,70,1,76,4,1,430.769347,Very Low,32918.0,94310.0
25464.82059,13663,97,1,66,0,2,465.6,Low,43758.0,13663.0
11469.62991,10384,151,5,72,0,5,914.434097,Very Low,28937.0,10384.0
3557.368368,17272,93,30,58,0,1,446.4,Very Low,19949.0,17272.0
8317.302513,64367,104,2,14,0,9,96.431061,Very Low,26480.0,64367.0
7601.951104,47519,96,21,2,0,4,245.248248,Very Low,20440.0,47519.0
9426.971158,26263,85,11,31,0,2,475.159732,Very Low,20920.0,26263.0
6418.849149,0,63,30,34,0,2,556.85728,Very Low,22538.0,22538.0
6788.084852,0,93,2,70,0,9,855.341729,Very Low,18665.0,18665.0
3358.660979,77309,83,22,6,0,1,596.320943,Very Low,25561.0,77309.0
2439.930981,50876,61,13,60,0,1,171.248196,Very Low,40639.0,50876.0
4505.85011,20284,65,14,84,1,3,532.806637,Very Low,49214.0,20284.0
2309.596399,22567,69,6,12,0,1,496.8,Very Low,39547.0,22567.0
2541.523959,63546,64,1,53,0,1,131.813652,Very Low,13207.0,63546.0
6414.081362,0,89,0,12,0,5,640.8,Very Low,20992.0,20992.0
2585.206268,28137,65,23,2,0,1,312.0,Very Low,29957.0,28137.0
2961.31408,22608,77,5,10,0,1,369.6,Very Low,35895.0,22608.0
2759.978287,92296,69,4,65,0,1,331.2,Very Low,70725.0,92296.0
3341.6835,0,69,9,72,5,3,331.2,Very Low,33799.0,33799.0
5169.49937,12430,73,22,13,0,4,350.4,Very Low,30817.0,12430.0
4117.37239,0,116,19,99,0,1,1301.796063,Very Low,31056.0,31056.0
5552.596353,50470,71,1,87,0,8,377.498287,Very Low,65017.0,50470.0
7285.030983,44788,61,6,48,0,2,386.031248,Very Low,12180.0,44788.0
13916.93446,52423,119,2,80,1,2,571.2,Very Low,19634.0,52423.0
11044.42715,29696,139,17,41,0,3,478.107847,Very Low,46530.0,29696.0
3531.039178,26884,89,11,84,0,1,238.132215,Very Low,58557.0,26884.0
2759.618207,64388,69,12,51,0,1,331.2,Very Low,18665.0,64388.0
6500.409697,0,61,13,37,0,2,292.8,Very Low,21299.0,21299.0
6369.262355,34498,83,30,72,0,7,398.4,Very Low,17343.0,34498.0
13083.48622,73060,108,9,78,0,2,518.4,Very Low,22881.0,73060.0
2150.906016,0,63,8,83,0,1,453.6,Very Low,10860.0,10860.0
8447.888167,61337,105,35,46,0,9,2.54009,Very Low,29066.0,61337.0
5075.420953,0,73,28,8,0,3,350.4,Very Low,21723.0,21723.0
3527.851585,59496,88,22,64,0,1,189.144728,Very Low,54878.0,59496.0
13061.51639,0,180,4,45,0,6,1474.267145,Very Low,38008.0,38008.0
6259.510365,37813,78,4,26,1,5,39.781368,Very Low,52135.0,37813.0
16681.32634,55907,104,23,64,0,2,499.2,Very Low,25785.0,55907.0
5791.610721,80480,72,6,55,0,7,242.842607,Very Low,21124.0,80480.0
7980.488637,72734,66,7,96,0,2,195.218968,Very Low,24030.0,72734.0
2767.499996,0,72,27,60,0,1,22.326388,Very Low,21371.0,21371.0
2975.256549,36548,76,10,95,0,1,547.2,Very Low,23554.0,36548.0
4178.586494,62113,104,1,0,0,1,5.894778,Very Low,25147.0,62113.0
4734.257944,0,67,7,75,0,5,747.458052,Very Low,25506.0,25506.0
4315.788632,41252,109,25,31,0,1,514.059402,Very Low,38055.0,41252.0
6126.568309,61139,76,4,16,0,4,364.8,Very Low,57883.0,61139.0
2694.599099,26744,68,16,61,0,1,326.4,Very Low,46988.0,26744.0
9338.08481,0,132,17,34,0,3,950.4,Very Low,44280.0,44280.0
18680.99387,74640,66,0,44,0,2,375.514273,Low,22571.0,74640.0
2551.349248,88126,64,27,71,1,1,151.973156,Very Low,28215.0,88126.0
2808.078361,55005,70,31,39,1,1,336.0,Very Low,37331.0,55005.0
9710.286449,33190,123,1,95,0,4,40.950769,Very Low,46703.0,33190.0
15190.65404,0,71,4,64,4,2,839.593218,Very Low,29734.0,29734.0
4069.776372,0,117,0,42,0,1,609.801279,Very Low,23665.0,23665.0
6612.220871,0,97,31,34,2,9,669.399277,Very Low,21004.0,21004.0
2030.783687,0,64,0,8,1,1,731.479725,Very Low,21073.0,21073.0
5090.44875,25226,71,13,97,1,4,340.8,Very Low,27179.0,25226.0
3353.381136,63398,83,29,46,0,1,292.206784,Very Low,22885.0,63398.0
8532.989751,30092,108,33,90,0,9,192.265438,Very Low,28995.0,30092.0
2647.519741,37876,69,13,15,0,1,300.056383,Very Low,25187.0,37876.0
6071.907243,12201,84,14,63,0,4,604.8,Very Low,22070.0,12201.0
9061.767848,37970,115,8,44,0,3,124.967415,Very Low,17576.0,37970.0
2531.586761,28898,67,15,85,0,1,82.811346,Very Low,13483.0,28898.0
2467.129805,23845,61,33,34,0,1,292.8,Very Low,20455.0,23845.0
7408.167551,62810,187,14,22,1,1,32.874675,Very Low,60244.0,62810.0
3452.414955,65773,89,24,35,4,1,245.308491,Very Low,25676.0,65773.0
4481.387593,0,69,1,25,0,4,232.183503,Very Low,25663.0,25663.0
21235.44557,0,86,29,45,0,2,568.746405,Low,21841.0,21841.0
3370.074728,0,95,14,15,1,1,476.903351,Very Low,97361.0,97361.0
3746.751625,41479,94,14,38,1,1,19.575683,Very Low,26441.0,41479.0
5129.608404,72433,126,34,48,0,1,343.139611,Very Low,29957.0,72433.0
12300.005,74586,103,14,19,0,2,494.4,Very Low,34430.0,74586.0
18065.27192,0,234,11,26,0,7,1135.141469,Very Low,97361.0,97361.0
19644.76296,67326,69,17,32,0,2,331.2,Low,25370.0,67326.0
35900.07644,25285,114,12,84,0,2,547.2,Moderate,48993.0,25285.0
6838.767672,15871,89,20,19,0,4,427.2,Very Low,24031.0,15871.0
6519.287872,38795,82,30,41,1,3,393.6,Very Low,63774.0,38795.0
5712.380598,24882,72,13,20,0,8,345.6,Very Low,49078.0,24882.0
5126.54272,33169,128,33,14,0,1,614.4,Very Low,28935.0,33169.0
4984.618655,86305,62,1,99,0,5,80.73124,Very Low,25927.0,86305.0
4102.199975,0,112,31,21,0,1,537.6,Very Low,48015.0,48015.0
4111.197013,32210,103,16,97,0,1,494.4,Very Low,18150.0,32210.0
11085.87709,69090,139,24,11,0,5,387.222556,Very Low,56835.0,69090.0
4745.680421,0,63,23,88,0,3,523.337427,Very Low,30366.0,30366.0
5837.528088,83308,73,3,81,1,7,419.471438,Very Low,25805.0,83308.0
19190.31894,39034,68,10,55,0,2,466.446708,Low,24392.0,39034.0
6444.076976,46750,82,20,74,1,3,672.026958,Very Low,21881.0,46750.0
7255.577594,39786,91,2,91,1,9,365.835977,Very Low,20368.0,39786.0
8197.712164,56788,108,22,34,5,7,579.710188,Very Low,43244.0,56788.0
4554.911887,90156,114,16,6,0,1,388.346716,Very Low,25370.0,90156.0
7069.740965,63867,89,21,4,1,3,432.361631,Very Low,26849.0,63867.0
4743.694528,83413,118,0,1,0,1,134.801691,Very Low,37449.0,83413.0
4019.384424,0,118,2,48,0,1,566.4,Very Low,59578.0,59578.0
20239.38353,36116,171,27,33,2,2,158.126982,Low,23120.0,36116.0
2674.730716,56342,69,12,89,0,1,331.2,Very Low,27369.0,56342.0
